step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[7, 9]","[7, 8]",3,left,-0.17,running,1,3.0,7
2,"[7, 8]","[7, 7]",3,left,-0.16,running,2,2.0,6
3,"[7, 7]","[7, 6]",3,left,-0.15000000000000002,running,3,2.0,5
4,"[7, 6]","[7, 5]",3,left,-0.14,running,4,2.0,4
5,"[7, 5]","[7, 4]",3,left,-0.13,running,5,4.0,3
6,"[7, 4]","[7, 3]",3,left,-0.12000000000000001,running,6,6.0,2
7,"[7, 3]","[7, 2]",3,left,-0.11,running,7,6.0,1
8,"[7, 2]","[7, 1]",3,left,-0.12000000000000001,running,8,6.0,2
9,"[7, 1]","[7, 0]",3,left,-0.13,running,9,7.0,3
10,"[7, 0]","[8, 0]",2,down,-0.14,running,10,8.0,4
11,"[8, 0]","[8, 1]",4,right,-0.13,running,11,8.0,3
12,"[8, 1]","[8, 0]",3,left,-0.14,running,12,9.0,4
13,"[8, 0]","[7, 0]",1,up,-0.13,running,13,9.0,3
14,"[7, 0]","[6, 0]",1,up,-0.12000000000000001,running,14,8.0,2
15,"[6, 0]","[7, 0]",2,down,-0.13,running,15,9.0,3
16,"[7, 0]","[7, 1]",4,right,-0.12000000000000001,running,16,7.0,2
17,"[7, 1]","[7, 0]",3,left,-0.13,running,17,9.0,3
18,"[7, 0]","[7, 1]",4,right,-0.12000000000000001,running,18,8.0,2
19,"[7, 1]","[7, 0]",3,left,-0.13,running,19,8.0,3
20,"[7, 0]","[8, 0]",2,down,-0.14,running,20,10.0,4
21,"[8, 0]","[8, 1]",4,right,-0.13,running,21,8.0,3
22,"[8, 1]","[7, 1]",1,up,-0.12000000000000001,running,22,6.0,2
23,"[7, 1]","[7, 0]",3,left,-0.13,running,23,6.0,3
24,"[7, 0]","[7, 1]",4,right,-0.12000000000000001,running,24,5.0,2
25,"[7, 1]","[7, 0]",3,left,-0.13,running,25,7.0,3
26,"[7, 0]","[8, 0]",2,down,-0.14,running,26,8.0,4
27,"[8, 0]","[7, 0]",1,up,-0.13,running,27,7.0,3
28,"[7, 0]","[8, 0]",2,down,-0.14,running,28,9.0,4
29,"[8, 0]","[9, 0]",2,down,-0.15000000000000002,running,29,9.0,5
30,"[9, 0]","[9, 1]",4,right,-0.14,running,30,9.0,4
31,"[9, 1]","[8, 1]",1,up,-0.13,running,31,7.0,3
32,"[8, 1]","[8, 0]",3,left,-0.14,running,32,9.0,4
33,"[8, 0]","[7, 0]",1,up,-0.13,running,33,7.0,3
34,"[7, 0]","[8, 0]",2,down,-0.14,running,34,7.0,4
35,"[8, 0]","[9, 0]",2,down,-0.15000000000000002,running,35,7.0,5
36,"[9, 0]","[9, 1]",4,right,-0.14,running,36,7.0,4
37,"[9, 1]","[8, 1]",1,up,-0.13,running,37,6.0,3
38,"[8, 1]","[8, 0]",3,left,-0.14,running,38,6.0,4
39,"[8, 0]","[9, 0]",2,down,-0.15000000000000002,running,39,6.0,5
40,"[9, 0]","[9, 1]",4,right,-0.14,running,40,4.0,4
41,"[9, 1]","[8, 1]",1,up,-0.13,running,41,2.0,3
42,"[8, 1]","[7, 1]",1,up,-0.12000000000000001,running,42,2.0,2
43,"[7, 1]","[7, 0]",3,left,-10.13,collision,43,0.0,3
