step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[9, 3]","[9, 4]",4,right,-0.14,running,1,2.0,4
2,"[9, 4]","[9, 5]",4,right,-0.13,running,2,2.0,3
3,"[9, 5]","[9, 6]",4,right,-0.12000000000000001,running,3,4.0,2
4,"[9, 6]","[9, 7]",4,right,-0.11,running,4,5.0,1
5,"[9, 7]","[9, 8]",4,right,-0.12000000000000001,running,5,5.0,2
6,"[9, 8]","[9, 9]",4,right,-0.13,running,6,5.0,3
7,"[9, 9]","[8, 9]",1,up,-0.12000000000000001,running,7,5.0,2
8,"[8, 9]","[9, 9]",2,down,-0.13,running,8,7.0,3
9,"[9, 9]","[8, 9]",1,up,-0.12000000000000001,running,9,7.0,2
10,"[8, 9]","[9, 9]",2,down,-0.13,running,10,8.0,3
11,"[9, 9]","[8, 9]",1,up,-0.12000000000000001,running,11,9.0,2
12,"[8, 9]","[9, 9]",2,down,-0.13,running,12,9.0,3
13,"[9, 9]","[9, 8]",3,left,-0.12000000000000001,running,13,8.0,2
14,"[9, 8]","[9, 7]",3,left,-0.11,running,14,7.0,1
15,"[9, 7]","[9, 8]",4,right,-0.12000000000000001,running,15,7.0,2
16,"[9, 8]","[9, 9]",4,right,-0.13,running,16,9.0,3
17,"[9, 9]","[9, 8]",3,left,-0.12000000000000001,running,17,7.0,2
18,"[9, 8]","[9, 9]",4,right,-0.13,running,18,8.0,3
19,"[9, 9]","[8, 9]",1,up,-0.12000000000000001,running,19,6.0,2
20,"[8, 9]","[7, 9]",1,up,-0.13,running,20,6.0,3
21,"[7, 9]","[8, 9]",2,down,-0.12000000000000001,running,21,6.0,2
22,"[8, 9]","[9, 9]",2,down,-0.13,running,22,6.0,3
23,"[9, 9]","[8, 9]",1,up,-0.12000000000000001,running,23,5.0,2
24,"[8, 9]","[7, 9]",1,up,-0.13,running,24,3.0,3
25,"[7, 9]","[8, 9]",2,down,-0.12000000000000001,running,25,5.0,2
26,"[8, 9]","[9, 9]",2,down,-0.13,running,26,5.0,3
27,"[9, 9]","[8, 9]",1,up,-0.12000000000000001,running,27,3.0,2
28,"[8, 9]","[8, 8]",3,left,-0.11,running,28,1.0,1
29,"[8, 8]","[9, 8]",2,down,-0.12000000000000001,running,29,1.0,2
30,"[9, 8]","[9, 9]",4,right,-0.13,running,30,1.0,3
31,"[9, 9]","[8, 9]",1,up,-0.12000000000000001,running,31,2.0,2
32,"[8, 9]","[8, 8]",3,left,-0.11,running,32,1.0,1
33,"[8, 8]","[8, 7]",3,left,9.9,success,33,2.0,0
