step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[1, 2]","[1, 3]",4,right,-0.18,running,1,3.0,8
2,"[1, 3]","[1, 4]",4,right,-0.17,running,2,3.0,7
3,"[1, 4]","[1, 5]",4,right,-0.16,running,3,2.0,6
4,"[1, 5]","[2, 5]",2,down,-0.15000000000000002,running,4,2.0,5
5,"[2, 5]","[3, 5]",2,down,-0.14,running,5,2.0,4
6,"[3, 5]","[4, 5]",2,down,-0.13,running,6,1.0,3
7,"[4, 5]","[5, 5]",2,down,-0.12000000000000001,running,7,1.0,2
8,"[5, 5]","[6, 5]",2,down,-0.11,running,8,2.0,1
9,"[6, 5]","[7, 5]",2,down,-0.12000000000000001,running,9,2.0,2
10,"[7, 5]","[6, 5]",1,up,-0.11,running,10,2.0,1
11,"[6, 5]","[7, 5]",2,down,-0.12000000000000001,running,11,2.0,2
12,"[7, 5]","[7, 6]",4,right,-0.11,running,12,4.0,1
13,"[7, 6]","[7, 5]",3,left,-0.12000000000000001,running,13,4.0,2
14,"[7, 5]","[7, 6]",4,right,-0.11,running,14,5.0,1
15,"[7, 6]","[7, 5]",3,left,-0.12000000000000001,running,15,5.0,2
16,"[7, 5]","[7, 6]",4,right,-0.11,running,16,5.0,1
17,"[7, 6]","[7, 7]",4,right,-0.12000000000000001,running,17,5.0,2
18,"[7, 7]","[7, 6]",3,left,-0.11,running,18,3.0,1
19,"[7, 6]","[7, 5]",3,left,-0.12000000000000001,running,19,5.0,2
20,"[7, 5]","[7, 6]",4,right,-0.11,running,20,3.0,1
21,"[7, 6]","[7, 5]",3,left,-0.12000000000000001,running,21,3.0,2
22,"[7, 5]","[7, 4]",3,left,-0.13,running,22,2.0,3
23,"[7, 4]","[7, 5]",4,right,-0.12000000000000001,running,23,2.0,2
24,"[7, 5]","[6, 5]",1,up,-0.11,running,24,2.0,1
25,"[6, 5]","[5, 5]",1,up,-0.12000000000000001,running,25,2.0,2
26,"[5, 5]","[6, 5]",2,down,-0.11,running,26,2.0,1
27,"[6, 5]","[7, 5]",2,down,-10.12,collision,27,0.0,2
